 TITLE = "xprofile"
 VARIABLES = Y,U,V,T
 ZONE T =" xg=  0.500000000     , ib=           1 ",I=           1 ,J=         102
      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.18791386E+00
      0.49999999E-02     -0.23431134E+01      0.33470865E-02      0.18791389E+00
      0.15000049E-01     -0.67643847E+01      0.12899891E+00      0.18797444E+00
      0.25000200E-01     -0.10907228E+02      0.37027630E+00      0.18816093E+00
      0.35000451E-01     -0.14756820E+02      0.71293968E+00      0.18853377E+00
      0.45000803E-01     -0.18297470E+02      0.11429082E+01      0.18914722E+00
      0.55001251E-01     -0.21513784E+02      0.16456662E+01      0.19004880E+00
      0.65001808E-01     -0.24392017E+02      0.22058971E+01      0.19127832E+00
      0.75002462E-01     -0.26921293E+02      0.28077953E+01      0.19286761E+00
      0.85003212E-01     -0.29094553E+02      0.34355555E+01      0.19483981E+00
      0.95004067E-01     -0.30909225E+02      0.40737948E+01      0.19720942E+00
      0.10500503E+00     -0.32367584E+02      0.47080030E+01      0.19998251E+00
      0.11500608E+00     -0.33476849E+02      0.53248801E+01      0.20315701E+00
      0.12500724E+00     -0.34248947E+02      0.59126053E+01      0.20672354E+00
      0.13500850E+00     -0.34700111E+02      0.64610343E+01      0.21066624E+00
      0.14500985E+00     -0.34850285E+02      0.69618073E+01      0.21496427E+00
      0.15501131E+00     -0.34722439E+02      0.74083290E+01      0.21959297E+00
      0.16501287E+00     -0.34341831E+02      0.77957487E+01      0.22452547E+00
      0.17501453E+00     -0.33735264E+02      0.81208429E+01      0.22973406E+00
      0.18501629E+00     -0.32930382E+02      0.83818493E+01      0.23519164E+00
      0.19501814E+00     -0.31955021E+02      0.85783329E+01      0.24087301E+00
      0.20502011E+00     -0.30836634E+02      0.87110004E+01      0.24675572E+00
      0.21502218E+00     -0.29601812E+02      0.87815304E+01      0.25282115E+00
      0.22502433E+00     -0.28275871E+02      0.87924147E+01      0.25905490E+00
      0.23502660E+00     -0.26882542E+02      0.87468004E+01      0.26544693E+00
      0.24502897E+00     -0.25443687E+02      0.86483526E+01      0.27199161E+00
      0.25503141E+00     -0.23979166E+02      0.85011272E+01      0.27868751E+00
      0.26503399E+00     -0.22506704E+02      0.83094769E+01      0.28553692E+00
      0.27503663E+00     -0.21041832E+02      0.80779142E+01      0.29254514E+00
      0.28503942E+00     -0.19597876E+02      0.78110690E+01      0.29971990E+00
      0.29504228E+00     -0.18186014E+02      0.75135713E+01      0.30707029E+00
      0.30504525E+00     -0.16815332E+02      0.71899838E+01      0.31460634E+00
      0.31504834E+00     -0.15492945E+02      0.68447552E+01      0.32233784E+00
      0.32505149E+00     -0.14224132E+02      0.64821367E+01      0.33027387E+00
      0.33505476E+00     -0.13012474E+02      0.61061478E+01      0.33842203E+00
      0.34505811E+00     -0.11860031E+02      0.57205086E+01      0.34678823E+00
      0.35506159E+00     -0.10767523E+02      0.53286176E+01      0.35537574E+00
      0.36506516E+00     -0.97344790E+01      0.49335175E+01      0.36418533E+00
      0.37506884E+00     -0.87594337E+01      0.45378470E+01      0.37321517E+00
      0.38507259E+00     -0.78400798E+01      0.41438584E+01      0.38246050E+00
      0.39507648E+00     -0.69734225E+01      0.37533779E+01      0.39191401E+00
      0.40508044E+00     -0.61559215E+01      0.33678169E+01      0.40156567E+00
      0.41508454E+00     -0.53836036E+01      0.29881697E+01      0.41140321E+00
      0.42508870E+00     -0.46521730E+01      0.26150339E+01      0.42141220E+00
      0.43509296E+00     -0.39571075E+01      0.22486374E+01      0.43157652E+00
      0.44509733E+00     -0.32937195E+01      0.18888472E+01      0.44187817E+00
      0.45510182E+00     -0.26572137E+01      0.15352089E+01      0.45229822E+00
      0.46510640E+00     -0.20427339E+01      0.11869910E+01      0.46281645E+00
      0.47511107E+00     -0.14453861E+01      0.84323943E+00      0.47341168E+00
      0.48511589E+00     -0.86025959E+00      0.50285542E+00      0.48406231E+00
      0.49512073E+00     -0.28243667E+00      0.16465503E+00      0.49474639E+00
      0.50500250E+00      0.28590930E+00     -0.16883758E+00      0.50530988E+00
      0.51488411E+00      0.85662693E+00     -0.50324070E+00      0.51586241E+00
      0.52488887E+00      0.14417721E+01     -0.84376967E+00      0.52651310E+00
      0.53489357E+00      0.20391483E+01     -0.11875094E+01      0.53710860E+00
      0.54489815E+00      0.26536670E+01     -0.15357175E+01      0.54762697E+00
      0.55490261E+00      0.32902191E+01     -0.18893670E+01      0.55804741E+00
      0.56490695E+00      0.39536650E+01     -0.22491758E+01      0.56834960E+00
      0.57491124E+00      0.46487994E+01     -0.26155896E+01      0.57851434E+00
      0.58491540E+00      0.53803072E+01     -0.29887416E+01      0.58852381E+00
      0.59491950E+00      0.61527157E+01     -0.33684154E+01      0.59836179E+00
      0.60492349E+00      0.69703197E+01     -0.37540119E+01      0.60801399E+00
      0.61492735E+00      0.78370900E+01     -0.41445293E+01      0.61746806E+00
      0.62493110E+00      0.87565718E+01     -0.45385566E+01      0.62671375E+00
      0.63493478E+00      0.97317591E+01     -0.49342642E+01      0.63574421E+00
      0.64493835E+00      0.10764958E+02     -0.53294129E+01      0.64455462E+00
      0.65494186E+00      0.11857641E+02     -0.57213550E+01      0.65314275E+00
      0.66494524E+00      0.13010272E+02     -0.61070514E+01      0.66150969E+00
      0.67494851E+00      0.14222133E+02     -0.64830980E+01      0.66965878E+00
      0.68495166E+00      0.15491167E+02     -0.68457747E+01      0.67759567E+00
      0.69495475E+00      0.16813793E+02     -0.71910691E+01      0.68532795E+00
      0.70495766E+00      0.18184736E+02     -0.75147138E+01      0.69286478E+00
      0.71496058E+00      0.19596872E+02     -0.78122740E+01      0.70021588E+00
      0.72496331E+00      0.21041124E+02     -0.80791864E+01      0.70739132E+00
      0.73496598E+00      0.22506313E+02     -0.83108053E+01      0.71440047E+00
      0.74496853E+00      0.23979101E+02     -0.85025148E+01      0.72125053E+00
      0.75497097E+00      0.25443958E+02     -0.86497889E+01      0.72794724E+00
      0.76497340E+00      0.26883169E+02     -0.87482786E+01      0.73449266E+00
      0.77497560E+00      0.28276861E+02     -0.87939291E+01      0.74088538E+00
