 TITLE = "RESIDUES"
 VARIABLES =ITER,CONT,UMOM,VMOM,TEMP
   1   0.139687E+00   0.455066E+01   0.263535E+00   0.318985E+01
   2   0.973474E-01   0.695688E+01   0.909421E+01   0.111536E+01
   3   0.589046E-01   0.521620E+01   0.930540E+01   0.570048E+00
   4   0.365203E-01   0.418226E+01   0.914612E+01   0.366733E+00
   5   0.320790E-01   0.438976E+01   0.902099E+01   0.283513E+00
   6   0.283324E-01   0.480173E+01   0.894232E+01   0.229613E+00
   7   0.269333E-01   0.500234E+01   0.887652E+01   0.197069E+00
   8   0.274640E-01   0.488296E+01   0.883225E+01   0.172402E+00
   9   0.279047E-01   0.459028E+01   0.881154E+01   0.154536E+00
  10   0.279506E-01   0.427919E+01   0.881998E+01   0.140171E+00
  11   0.274932E-01   0.402474E+01   0.885636E+01   0.128762E+00
  12   0.263164E-01   0.388167E+01   0.891696E+01   0.119248E+00
  13   0.242467E-01   0.390098E+01   0.899528E+01   0.111300E+00
  14   0.213925E-01   0.407657E+01   0.908405E+01   0.104497E+00
  15   0.180533E-01   0.433845E+01   0.917614E+01   0.986365E-01
  16   0.146610E-01   0.460236E+01   0.926529E+01   0.935173E-01
  17   0.118421E-01   0.480611E+01   0.934664E+01   0.890156E-01
  18   0.104385E-01   0.491563E+01   0.941671E+01   0.850212E-01
  19   0.108915E-01   0.492158E+01   0.947336E+01   0.814563E-01
  20   0.125531E-01   0.483734E+01   0.951575E+01   0.782555E-01
  21   0.144392E-01   0.469676E+01   0.954458E+01   0.753680E-01
  22   0.159202E-01   0.454852E+01   0.956138E+01   0.727514E-01
  23   0.166958E-01   0.444519E+01   0.956832E+01   0.703709E-01
  24   0.166686E-01   0.442731E+01   0.956778E+01   0.681981E-01
  25   0.158790E-01   0.450838E+01   0.956214E+01   0.662093E-01
  26   0.144780E-01   0.467084E+01   0.955340E+01   0.643849E-01
  27   0.127207E-01   0.487641E+01   0.954341E+01   0.627088E-01
  28   0.109712E-01   0.508212E+01   0.953375E+01   0.611675E-01
  29   0.968562E-02   0.525283E+01   0.952593E+01   0.597493E-01
  30   0.926028E-02   0.536716E+01   0.952131E+01   0.584446E-01
  31   0.972302E-02   0.541866E+01   0.952111E+01   0.572449E-01
  32   0.106954E-01   0.541442E+01   0.952588E+01   0.561426E-01
  33   0.117255E-01   0.537189E+01   0.953555E+01   0.551311E-01
  34   0.125002E-01   0.531461E+01   0.954901E+01   0.542042E-01
  35   0.128571E-01   0.526686E+01   0.956446E+01   0.533563E-01
  36   0.127484E-01   0.524805E+01   0.957934E+01   0.525819E-01
  37   0.122129E-01   0.526829E+01   0.959110E+01   0.518761E-01
  38   0.113607E-01   0.532688E+01   0.959747E+01   0.512340E-01
  39   0.103631E-01   0.541412E+01   0.959690E+01   0.506511E-01
  40   0.944062E-02   0.551556E+01   0.958887E+01   0.501230E-01
  41   0.882361E-02   0.561669E+01   0.957391E+01   0.496455E-01
  42   0.866528E-02   0.570643E+01   0.955335E+01   0.492150E-01
  43   0.895060E-02   0.577898E+01   0.952916E+01   0.488278E-01
  44   0.951175E-02   0.583401E+01   0.950350E+01   0.484808E-01
  45   0.101379E-01   0.587557E+01   0.947837E+01   0.481712E-01
  46   0.106609E-01   0.591038E+01   0.945530E+01   0.478964E-01
  47   0.109804E-01   0.594558E+01   0.943507E+01   0.476543E-01
  48   0.110612E-01   0.598694E+01   0.941772E+01   0.474427E-01
  49   0.109215E-01   0.603744E+01   0.940272E+01   0.472601E-01
  50   0.106227E-01   0.609705E+01   0.938897E+01   0.471048E-01
  51   0.102557E-01   0.616314E+01   0.937519E+01   0.469753E-01
  52   0.992318E-02   0.623178E+01   0.936010E+01   0.468705E-01
  53   0.971370E-02   0.629902E+01   0.934261E+01   0.467889E-01
