 TITLE = "CP"
 VARIABLES = i, XC, CP, CF, YPLUS
 ZONE T = " BL=           1 ,flg=           1  ",I=         100 ,J=           1
 14    0.12500724  3729.74414062  5063.61425781     0.17862558
 15    0.13500850  4189.24414062  5320.73828125     0.18310462
 16    0.14500985  4629.75976562  5553.64306641     0.18706922
 17    0.15501131  5055.32226562  5764.64746094     0.19058985
 18    0.16501287  5469.32617188  5955.85742188     0.19372492
 19    0.17501453  5874.65234375  6129.14550781     0.19652297
 20    0.18501629  6273.75390625  6286.15283203     0.19902417
 21    0.19501814  6668.73632812  6428.31201172     0.20126201
 22    0.20502011  7061.43554688  6556.86132812     0.20326442
 23    0.21502218  7453.44140625  6672.87011719     0.20505469
 24    0.22502433  7846.16406250  6777.25146484     0.20665224
 25    0.23502660  8240.87304688  6870.79931641     0.20807360
 26    0.24502897  8638.69726562  6954.20996094     0.20933278
 27    0.25503141  9040.65429688  7028.06445312     0.21044143
 28    0.26503399  9447.70898438  7092.87890625     0.21140957
 29    0.27503663  9860.71093750  7149.12109375     0.21224606
 30    0.28503942 10280.47949219  7197.19482422     0.21295848
 31    0.29504228 10707.73925781  7237.46679688     0.21355347
 32    0.30504525 11143.19726562  7270.27197266     0.21403691
 33    0.31504834 11587.49804688  7295.92236328     0.21441415
 34    0.32505149 12041.22851562  7314.70166016     0.21468993
 35    0.33505476 12504.96191406  7326.87451172     0.21486849
 36    0.34505814 12979.22070312  7332.70117188     0.21495388
 37    0.35506159 13464.47363281  7332.41601562     0.21494971
 38    0.36506516 13961.18066406  7326.25097656     0.21485932
 39    0.37506884 14469.75683594  7314.42968750     0.21468592
 40    0.38507259 14990.57324219  7297.14160156     0.21443208
 41    0.39507648 15524.00000000  7274.59472656     0.21410052
 42    0.40508044 16070.35351562  7246.96240234     0.21369351
 43    0.41508454 16629.95117188  7214.42187500     0.21321321
 44    0.42508870 17203.05468750  7177.12500000     0.21266137
 45    0.43509299 17789.93164062  7135.20410156     0.21203940
 46    0.44509733 18390.82421875  7088.79052734     0.21134862
 47    0.45510182 19005.97460938  7037.98779297     0.21058992
 48    0.46510640 19635.58789062  6982.88867188     0.20976397
 49    0.47511107 20279.87304688  6923.54980469     0.20887081
 50    0.48511589 20939.07812500  6860.04882812     0.20791075
 51    0.49512073 21613.37695312  6792.46679688     0.20688409
 52    0.50500250 22294.29101562  6721.60742188     0.20580214
 53    0.51488411 22990.22265625  6646.67871094     0.20465185
 54    0.52488887 23710.59570312  6566.70068359     0.20341687
 55    0.53489357 24446.79101562  6482.59521484     0.20211001
 56    0.54489815 25199.05664062  6394.26220703     0.20072828
 57    0.55490261 25967.63671875  6301.63964844     0.19926918
 58    0.56490695 26752.75000000  6204.66259766     0.19772993
 59    0.57491124 27554.63867188  6103.26416016     0.19610760
 60    0.58491540 28373.52929688  5997.37988281     0.19439904
 61    0.59491950 29209.66601562  5886.94677734     0.19260094
 62    0.60492349 30063.26953125  5771.90771484     0.19070980
 63    0.61492735 30934.57421875  5652.21972656     0.18872215
 64    0.62493110 31823.78515625  5527.86474609     0.18663456
 65    0.63493478 32731.12890625  5398.83154297     0.18444346
 66    0.64493835 33656.78906250  5265.16162109     0.18214580
 67    0.65494186 34600.92187500  5126.92968750     0.17973888
 68    0.66494524 35563.65625000  4984.23144531     0.17721988
 69    0.67494851 36545.08593750  4837.21337891     0.17458662
 70    0.68495166 37545.25781250  4686.06298828     0.17183729
 71    0.69495475 38564.19531250  4531.02050781     0.16897067
 72    0.70495766 39601.82812500  4372.35498047     0.16598584
 73    0.71496058 40658.09375000  4210.40087891     0.16288273
 74    0.72496331 41732.79687500  4045.52001953     0.15966162
 75    0.73496598 42825.75000000  3878.11206055     0.15632322
 76    0.74496853 43936.66406250  3708.61450195     0.15286891
 77    0.75497097 45065.21093750  3537.47875977     0.14930016
 78    0.76497340 46211.02343750  3365.18261719     0.14561887
 79    0.77497560 47373.63671875  3192.20288086     0.14182688
 80    0.78497779 48552.59765625  3019.01367188     0.13792591
 81    0.79497993 49747.37500000  2846.07885742     0.13391733
 82    0.80498183 50957.40625000  2673.81982422     0.12980141
 83    0.81498373 52182.12500000  2502.63549805     0.12557758
 84    0.82498550 53420.92968750  2332.86328125     0.12124336
 85    0.83498716 54673.23046875  2164.74633789     0.11679301
 86    0.84498870 55938.43750000  1998.48901367     0.11221844
 87    0.85499012 57215.98828125  1834.14355469     0.10750533
 88    0.86499149 58505.39062500  1671.69360352     0.10263410
 89    0.87499273 59806.21875000  1511.03442383     0.09757769
 90    0.88499391 61118.17968750  1351.95080566     0.09229831
