 TITLE = "CP"
 VARIABLES = i, XC, CP, CF, YPLUS
 ZONE T = " BL=           1 ,flg=           1  ",I=         100 ,J=           1
  2    0.00124896  4004.99609375    -0.02881975     0.00010655
  3    0.00374689  3994.36816406    -0.96052051     0.00061515
  4    0.00624485  3983.32226562    -2.81967235     0.00105396
  5    0.00874283  3971.95507812    -5.56583118     0.00148078
  6    0.01124083  3960.31835938    -9.15600395     0.00189923
  7    0.01373886  3948.40039062   -13.54066658     0.00230965
  8    0.01623692  3936.17871094   -18.66163635     0.00271144
  9    0.01873500  3923.63574219   -24.49053955     0.00310617
 10    0.02123310  3910.74902344   -30.96483040     0.00349269
 11    0.02373124  3897.50000000   -38.03065491     0.00387072
 12    0.02622939  3883.87011719   -45.64091873     0.00424036
 13    0.02872757  3869.84667969   -53.73801804     0.00460115
 14    0.03122578  3855.41699219   -62.27539062     0.00495317
 15    0.03372401  3840.57910156   -71.17878723     0.00529536
 16    0.03622226  3825.32812500   -80.39994049     0.00562799
 17    0.03872054  3809.67480469   -89.88299561     0.00595065
 18    0.04121885  3793.61816406   -99.56642151     0.00626299
 19    0.04371718  3777.17773438  -109.41486359     0.00656544
 20    0.04621553  3760.37109375  -119.34535217     0.00685682
 21    0.04871392  3743.22460938  -129.33815002     0.00713820
 22    0.05121232  3725.76171875  -139.32508850     0.00740867
 23    0.05371075  3708.01464844  -149.25346375     0.00766810
 24    0.05620920  3690.02050781  -159.08489990     0.00791653
 25    0.05870768  3671.81542969  -168.77180481     0.00815409
 26    0.06120618  3653.44238281  -178.28005981     0.00838043
 27    0.06370471  3634.93847656  -187.56825256     0.00859607
 28    0.06620327  3616.35058594  -196.60696411     0.00880085
 29    0.06870185  3597.72070312  -205.37319946     0.00899492
 30    0.07120045  3579.09667969  -213.79966736     0.00917738
 31    0.07369908  3560.51660156  -221.92961121     0.00935035
 32    0.07619773  3542.01855469  -229.69477844     0.00951264
 33    0.07869641  3523.65625000  -237.10157776     0.00966480
 34    0.08119512  3505.46289062  -244.11300659     0.00980665
 35    0.08369384  3487.47460938  -250.73060608     0.00993869
 36    0.08619259  3469.73242188  -256.92459106     0.01006070
 37    0.08869138  3452.26660156  -262.73425293     0.01017381
 38    0.09119018  3435.11425781  -268.12765503     0.01027771
 39    0.09368900  3418.29296875  -273.12277222     0.01037300
 40    0.09618786  3401.83300781  -277.68438721     0.01045914
 41    0.09868674  3385.76562500  -281.85610962     0.01053741
 42    0.10118563  3370.09570312  -285.63796997     0.01060800
 43    0.10368457  3354.85351562  -289.01583862     0.01067054
 44    0.10618351  3340.04980469  -292.01980591     0.01072585
 45    0.10868250  3325.69628906  -294.64559937     0.01077396
 46    0.11118150  3311.80566406  -296.91900635     0.01081545
 47    0.11368052  3298.38378906  -298.85073853     0.01085057
 48    0.11617958  3285.43261719  -300.43591309     0.01087931
 49    0.11867864  3272.95800781  -301.72030640     0.01090254
 50    0.12117776  3260.96484375  -302.66589355     0.01091948
 51    0.12367688  3249.44531250  -303.35241699     0.01093199
 52    0.12617603  3238.40136719  -303.75637817     0.01093926
 53    0.12867521  3227.82714844  -303.89605713     0.01094178
 54    0.13117440  3217.71484375  -303.79223633     0.01093978
