 TITLE = "yprofile"
 VARIABLES = X,U,V,T
 ZONE T =" yg=  0.500000000     , ib=           1 ",I=         102 ,J=           1
      0.00000000E+00      0.00000000E+00      0.00000000E+00      0.10000000E+01
      0.12489592E-02      0.45895652E-03      0.37421412E+01      0.99205965E+00
      0.37468902E-02      0.86611258E-02      0.10798366E+02      0.97618091E+00
      0.62448466E-02      0.23814220E-01      0.17437283E+02      0.96030492E+00
      0.87428270E-02      0.44312984E-01      0.23668579E+02      0.94443554E+00
      0.11240833E-01      0.68729244E-01      0.29501925E+02      0.92857707E+00
      0.13738864E-01      0.95773131E-01      0.34946957E+02      0.91273594E+00
      0.16236920E-01      0.12419759E+00      0.40013340E+02      0.89691901E+00
      0.18734999E-01      0.15281698E+00      0.44710796E+02      0.88113445E+00
      0.21233104E-01      0.18048252E+00      0.49049152E+02      0.86539096E+00
      0.23731235E-01      0.20613851E+00      0.53038353E+02      0.84969825E+00
      0.26229389E-01      0.22876953E+00      0.56688480E+02      0.83406669E+00
      0.28727571E-01      0.24745424E+00      0.60009766E+02      0.81850696E+00
      0.31225778E-01      0.26132438E+00      0.63012592E+02      0.80303061E+00
      0.33724010E-01      0.26958942E+00      0.65707497E+02      0.78764963E+00
      0.36222264E-01      0.27153701E+00      0.68105141E+02      0.77237576E+00
      0.38720544E-01      0.26652697E+00      0.70216347E+02      0.75722152E+00
      0.41218851E-01      0.25398549E+00      0.72052086E+02      0.74219954E+00
      0.43717179E-01      0.23342167E+00      0.73623352E+02      0.72732204E+00
      0.46215534E-01      0.20441696E+00      0.74941299E+02      0.71260160E+00
      0.48713915E-01      0.16661797E+00      0.76017097E+02      0.69805056E+00
      0.51212318E-01      0.11974265E+00      0.76861984E+02      0.68368107E+00
      0.53710748E-01      0.63579246E-01      0.77487183E+02      0.66950530E+00
      0.56209199E-01     -0.20219497E-02      0.77903908E+02      0.65553457E+00
      0.58707681E-01     -0.77142619E-01      0.78123322E+02      0.64178109E+00
      0.61206184E-01     -0.16181052E+00      0.78156502E+02      0.62825638E+00
      0.63704714E-01     -0.25599220E+00      0.78014458E+02      0.61497080E+00
      0.66203266E-01     -0.35960674E+00      0.77708023E+02      0.60193402E+00
      0.68701848E-01     -0.47251496E+00      0.77247932E+02      0.58915514E+00
      0.71200445E-01     -0.59453666E+00      0.76644691E+02      0.57664245E+00
      0.73699079E-01     -0.72544783E+00      0.75908600E+02      0.56440371E+00
      0.76197729E-01     -0.86497998E+00      0.75049751E+02      0.55244601E+00
      0.78696415E-01     -0.10128379E+01      0.74077950E+02      0.54077548E+00
      0.81195116E-01     -0.11686890E+01      0.73002777E+02      0.52939767E+00
      0.83693840E-01     -0.13321718E+01      0.71833496E+02      0.51831722E+00
      0.86192593E-01     -0.15028992E+01      0.70579086E+02      0.50753832E+00
      0.88691384E-01     -0.16804703E+01      0.69248199E+02      0.49706382E+00
      0.91190182E-01     -0.18644537E+01      0.67849159E+02      0.48689660E+00
      0.93689002E-01     -0.20544116E+01      0.66389954E+02      0.47703820E+00
      0.96187860E-01     -0.22498987E+01      0.64878242E+02      0.46748960E+00
      0.98686740E-01     -0.24504557E+01      0.63321320E+02      0.45825112E+00
      0.10118563E+00     -0.26556144E+01      0.61726131E+02      0.44932249E+00
      0.10368457E+00     -0.28649099E+01      0.60099266E+02      0.44070259E+00
      0.10618351E+00     -0.30778778E+01      0.58446976E+02      0.43238974E+00
      0.10868250E+00     -0.32940514E+01      0.56775139E+02      0.42438182E+00
      0.11118150E+00     -0.35129733E+01      0.55089302E+02      0.41667593E+00
      0.11368052E+00     -0.37341971E+01      0.53394653E+02      0.40926871E+00
      0.11617958E+00     -0.39572706E+01      0.51696053E+02      0.40215653E+00
      0.11867864E+00     -0.41817646E+01      0.49998020E+02      0.39533496E+00
      0.12117776E+00     -0.44072623E+01      0.48304752E+02      0.38879934E+00
      0.12367688E+00     -0.46333508E+01      0.46620148E+02      0.38254467E+00
      0.12617603E+00     -0.48596396E+01      0.44947777E+02      0.37656549E+00
      0.12867521E+00     -0.50857477E+01      0.43290924E+02      0.37085605E+00
      0.13117440E+00     -0.53113141E+01      0.41652584E+02      0.36541045E+00
      0.13367364E+00     -0.55359902E+01      0.40035477E+02      0.36022246E+00
      0.13617288E+00     -0.57594485E+01      0.38442066E+02      0.35528558E+00
      0.13867216E+00     -0.59813757E+01      0.36874565E+02      0.35059324E+00
      0.14117146E+00     -0.62014823E+01      0.35334927E+02      0.34613866E+00
      0.14367078E+00     -0.64194913E+01      0.33824905E+02      0.34191495E+00
      0.14617014E+00     -0.66351457E+01      0.32346016E+02      0.33791506E+00
      0.14866951E+00     -0.68482037E+01      0.30899580E+02      0.33413219E+00
      0.15116891E+00     -0.70584474E+01      0.29486723E+02      0.33055916E+00
      0.15366833E+00     -0.72656703E+01      0.28108395E+02      0.32718882E+00
      0.15616778E+00     -0.74696813E+01      0.26765383E+02      0.32401425E+00
      0.15866725E+00     -0.76703191E+01      0.25458277E+02      0.32102838E+00
      0.16116676E+00     -0.78674183E+01      0.24187572E+02      0.31822419E+00
      0.16366628E+00     -0.80608463E+01      0.22953587E+02      0.31559476E+00
      0.16616583E+00     -0.82504768E+01      0.21756517E+02      0.31313324E+00
      0.16866541E+00     -0.84362049E+01      0.20596458E+02      0.31083295E+00
      0.17116499E+00     -0.86179304E+01      0.19473387E+02      0.30868721E+00
      0.17366463E+00     -0.87955761E+01      0.18387171E+02      0.30668947E+00
      0.17616428E+00     -0.89690752E+01      0.17337603E+02      0.30483335E+00
      0.17866397E+00     -0.91383638E+01      0.16324385E+02      0.30311263E+00
      0.18116365E+00     -0.93034010E+01      0.15347141E+02      0.30152106E+00
      0.18366340E+00     -0.94641542E+01      0.14405428E+02      0.30005279E+00
      0.18616314E+00     -0.96205959E+01      0.13498754E+02      0.29870197E+00
      0.18866292E+00     -0.97727146E+01      0.12626554E+02      0.29746300E+00
      0.19116272E+00     -0.99205046E+01      0.11788225E+02      0.29633030E+00
      0.19366255E+00     -0.10063966E+02      0.10983125E+02      0.29529861E+00
      0.19616239E+00     -0.10203114E+02      0.10210570E+02      0.29436275E+00
      0.19866228E+00     -0.10337962E+02      0.94698420E+01      0.29351777E+00
      0.20116217E+00     -0.10468537E+02      0.87602072E+01      0.29275885E+00
      0.20366210E+00     -0.10594868E+02      0.80809002E+01      0.29208127E+00
      0.20616204E+00     -0.10716993E+02      0.74311414E+01      0.29148057E+00
      0.20866203E+00     -0.10834950E+02      0.68101363E+01      0.29095244E+00
      0.21116205E+00     -0.10948787E+02      0.62170758E+01      0.29049280E+00
      0.21366206E+00     -0.11058548E+02      0.56511579E+01      0.29009759E+00
      0.21616213E+00     -0.11164291E+02      0.51115570E+01      0.28976306E+00
      0.21866220E+00     -0.11266068E+02      0.45974631E+01      0.28948542E+00
      0.22116230E+00     -0.11363939E+02      0.41080580E+01      0.28926131E+00
      0.22366244E+00     -0.11457964E+02      0.36425281E+01      0.28908730E+00
      0.22616258E+00     -0.11548208E+02      0.32000697E+01      0.28896010E+00
      0.22866277E+00     -0.11634733E+02      0.27798824E+01      0.28887677E+00
      0.23116297E+00     -0.11717605E+02      0.23811769E+01      0.28883436E+00
      0.23366320E+00     -0.11796891E+02      0.20031736E+01      0.28883010E+00
      0.23616345E+00     -0.11872659E+02      0.16451099E+01      0.28886127E+00
